,Nome,Sobrenome,Sexo,CPF,Idade,ID_Produto,Produto,Quantidade,Valor_Unitario,Total_Compra,Imposto_Produto,Cidade,Estado,Pais,Data,Forma_Pagamento
359,Gabriel,Viana,Masculino,038.471.625-35,32,03,Tablet,1,3000.0,3000.0,300.0,Novaes Grande,PI,Brasil,2024-10-24,Especie
360,Eloá,da Cruz,Feminino,142.760.839-31,56,01,Notebook,3,3500.0,10500.0,1050.0,Aragão,RS,Brasil,2024-05-01,Debito
361,Diego,Pastor,Masculino,367.098.124-13,59,04,Impressora,2,800.0,1600.0,160.0,Peixoto de Goiás,AM,Brasil,2024-09-28,Credito
362,Isadora,Rezende,Feminino,523.697.108-02,24,03,Tablet,3,3000.0,9000.0,900.0,Teixeira das Flores,SE,Brasil,2024-05-29,Especie
363,Enzo,Sousa,Masculino,087.314.965-39,58,08,HeadSet,1,250.0,250.0,25.0,Peixoto,SE,Brasil,2024-05-15,PIX
364,José Pedro,Nunes,Masculino,438.702.956-00,31,09,Cadeira Gamer,3,900.0,2700.0,270.0,Fonseca de Goiás,RJ,Brasil,2024-02-15,PIX
365,Giovanna,Sá,Feminino,483.951.206-05,33,05,Monitor,3,950.0,2850.0,285.0,Macedo do Oeste,RN,Brasil,2024-10-06,PIX
366,Isabela,Farias,Feminino,190.734.256-70,58,10,Suporte Monitor,2,150.0,300.0,30.0,Nascimento do Sul,RO,Brasil,2024-09-10,Credito
367,Ravi,Nunes,Masculino,927.643.815-73,39,09,Cadeira Gamer,2,900.0,1800.0,180.0,Cavalcanti do Campo,BA,Brasil,2024-03-12,Credito
368,Maria Luiza,Aragão,Feminino,617.924.530-43,55,04,Impressora,3,800.0,2400.0,240.0,da Cruz de Caldeira,RN,Brasil,2024-02-14,Debito
369,Luana,Costela,Feminino,635.124.089-15,22,08,HeadSet,2,250.0,500.0,50.0,Moraes,RS,Brasil,2024-05-16,Debito
370,Aylla,Sá,Feminino,870.591.362-40,29,01,Notebook,3,3500.0,10500.0,1050.0,da Luz,PB,Brasil,2024-09-15,Credito
371,Ana Beatriz,Costa,Feminino,983.726.150-12,42,01,Notebook,2,3500.0,7000.0,700.0,Caldeira,BA,Brasil,2024-10-06,Especie
372,Caio,Câmara,Masculino,678.351.094-84,25,08,HeadSet,1,250.0,250.0,25.0,Barros,RO,Brasil,2024-06-14,Credito
373,Ana Carolina,Pereira,Feminino,146.029.583-89,51,04,Impressora,1,800.0,800.0,80.0,Silveira das Flores,MA,Brasil,2024-03-17,Debito
374,Heloisa,Silva,Feminino,789.056.324-83,46,03,Tablet,1,3000.0,3000.0,300.0,Cunha,RR,Brasil,2024-02-17,Credito
375,Antonella,Gonçalves,Feminino,307.451.286-53,37,07,Mouse,2,80.0,160.0,16.0,Machado do Norte,MS,Brasil,2024-01-06,PIX
376,Luiz Henrique,das Neves,Masculino,294.107.658-11,35,03,Tablet,1,3000.0,3000.0,300.0,Abreu,MS,Brasil,2024-09-22,Credito
377,Samuel,Almeida,Masculino,358.196.402-33,25,02,Smartphone,2,2000.0,4000.0,400.0,Moraes,ES,Brasil,2024-12-25,Credito
378,Valentim,Aparecida,Masculino,906.428.157-20,48,03,Tablet,1,3000.0,3000.0,300.0,Fogaça,GO,Brasil,2024-12-04,Especie
379,Anthony Gabriel,Pires,Masculino,514.783.962-37,52,04,Impressora,2,800.0,1600.0,160.0,da Rosa,RJ,Brasil,2024-03-06,Debito
380,Thomas,Costa,Masculino,189.503.672-03,19,05,Monitor,1,950.0,950.0,95.0,Sampaio,SP,Brasil,2024-07-19,Debito
381,Ana Sophia,Correia,Feminino,081.357.924-41,25,07,Mouse,1,80.0,80.0,8.0,Silva de Goiás,BA,Brasil,2024-05-15,PIX
382,Clara,Pastor,Feminino,617.294.358-82,44,10,Suporte Monitor,3,150.0,450.0,45.0,da Rocha Paulista,PI,Brasil,2024-09-02,PIX
383,Miguel,da Conceição,Masculino,258.137.649-09,53,01,Notebook,2,3500.0,7000.0,700.0,Teixeira,GO,Brasil,2024-05-02,Debito
384,Pietra,Costa,Feminino,398.675.140-84,26,10,Suporte Monitor,3,150.0,450.0,45.0,Cavalcante Paulista,AC,Brasil,2024-05-10,Debito
385,Luara,Campos,Feminino,136.458.709-20,39,05,Monitor,1,950.0,950.0,95.0,Vieira da Mata,SC,Brasil,2024-09-06,Debito
386,Luigi,Azevedo,Masculino,213.684.957-37,35,09,Cadeira Gamer,1,900.0,900.0,90.0,Garcia,AP,Brasil,2024-09-08,PIX
387,Luana,Pereira,Feminino,465.719.280-94,36,08,HeadSet,1,250.0,250.0,25.0,Farias,PB,Brasil,2024-11-14,PIX
388,Otávio,das Neves,Masculino,376.895.410-20,38,05,Monitor,3,950.0,2850.0,285.0,Pinto,SP,Brasil,2024-01-15,Especie
389,Théo,Camargo,Masculino,238.796.410-13,40,07,Mouse,2,80.0,160.0,16.0,Macedo do Norte,RJ,Brasil,2024-02-02,Especie
390,Ester,Monteiro,Feminino,130.247.958-04,56,10,Suporte Monitor,1,150.0,150.0,15.0,Viana,PR,Brasil,2024-01-11,PIX
391,Cauê,Castro,Masculino,532.701.496-70,26,08,HeadSet,2,250.0,500.0,50.0,Nunes da Praia,SC,Brasil,2024-04-26,PIX
392,Gustavo Henrique,Porto,Masculino,391.526.478-46,40,07,Mouse,2,80.0,160.0,16.0,Mendes,MG,Brasil,2024-07-27,PIX
393,Juliana,Carvalho,Feminino,492.067.351-52,45,01,Notebook,2,3500.0,7000.0,700.0,Correia,AL,Brasil,2024-09-14,Credito
394,Nicole,Nascimento,Feminino,156.473.289-46,19,10,Suporte Monitor,3,150.0,450.0,45.0,Araújo das Flores,RN,Brasil,2024-02-15,Debito
395,Sofia,Leão,Feminino,453.618.290-05,38,01,Notebook,2,3500.0,7000.0,700.0,Fonseca,MT,Brasil,2024-12-05,Debito
396,Anthony Gabriel,Machado,Masculino,016.894.572-01,55,06,Teclado,2,200.0,400.0,40.0,Guerra de Minas,RN,Brasil,2024-01-12,Especie
397,Evelyn,Correia,Feminino,316.247.890-13,44,10,Suporte Monitor,2,150.0,300.0,30.0,Souza da Praia,PA,Brasil,2024-01-24,Especie
398,Maria Flor,Câmara,Feminino,302.745.198-79,35,03,Tablet,2,3000.0,6000.0,600.0,Aragão do Oeste,SE,Brasil,2024-04-19,PIX
399,Carolina,Mendonça,Feminino,579.813.402-41,48,05,Monitor,3,950.0,2850.0,285.0,Cassiano,SE,Brasil,2024-01-28,Debito
400,Lorena,Lima,Feminino,475.028.163-80,55,07,Mouse,1,80.0,80.0,8.0,Lima,PR,Brasil,2024-02-19,Especie
401,Ester,Pinto,Feminino,720.981.634-87,26,07,Mouse,2,80.0,160.0,16.0,Silveira,MT,Brasil,2024-09-25,Especie
402,Kevin,Almeida,Masculino,720.548.916-49,19,06,Teclado,3,200.0,600.0,60.0,Almeida,PE,Brasil,2024-10-16,Credito
403,Rael,Cassiano,Masculino,062.314.759-99,19,03,Tablet,3,3000.0,9000.0,900.0,Freitas,MS,Brasil,2024-02-04,Especie
404,Matteo,Martins,Masculino,720.915.384-50,41,05,Monitor,1,950.0,950.0,95.0,Cirino,MS,Brasil,2024-06-26,Especie
405,Otto,Pereira,Masculino,708.925.316-30,60,01,Notebook,1,3500.0,3500.0,350.0,Souza das Flores,GO,Brasil,2024-02-18,Debito
406,Sarah,da Paz,Feminino,684.035.972-74,41,01,Notebook,3,3500.0,10500.0,1050.0,Ferreira,AL,Brasil,2024-03-01,PIX
407,Rodrigo,Melo,Masculino,324.705.619-06,47,04,Impressora,2,800.0,1600.0,160.0,Nunes,AC,Brasil,2024-01-14,Especie
408,Catarina,Sampaio,Feminino,032.548.167-90,60,10,Suporte Monitor,2,150.0,300.0,30.0,Porto de Novaes,MT,Brasil,2024-10-04,Credito
409,Alexandre,Rios,Masculino,416.723.908-69,36,01,Notebook,3,3500.0,10500.0,1050.0,Sousa,AC,Brasil,2024-11-18,Especie
410,Bella,Teixeira,Feminino,456.897.120-94,52,01,Notebook,3,3500.0,10500.0,1050.0,Vargas,MG,Brasil,2024-02-19,Especie
411,José Miguel,Sampaio,Masculino,296.841.735-55,44,07,Mouse,1,80.0,80.0,8.0,Sampaio,PE,Brasil,2024-01-30,Debito
412,Pedro,Pastor,Masculino,610.538.274-07,30,04,Impressora,3,800.0,2400.0,240.0,Caldeira do Norte,PB,Brasil,2024-12-09,Debito
413,Maria Isis,Vargas,Feminino,845.076.123-90,60,08,HeadSet,3,250.0,750.0,75.0,Ramos,MA,Brasil,2024-12-06,Debito
414,Ester,Freitas,Feminino,078.329.164-78,34,01,Notebook,2,3500.0,7000.0,700.0,Moura,MG,Brasil,2024-03-29,Credito
415,Yuri,da Rosa,Masculino,850.274.316-35,56,02,Smartphone,2,2000.0,4000.0,400.0,Souza,MT,Brasil,2024-07-24,PIX
416,João Vitor,Moura,Masculino,291.703.856-02,38,03,Tablet,3,3000.0,9000.0,900.0,Freitas do Sul,SE,Brasil,2024-04-30,Debito
417,Alice,Lopes,Feminino,062.438.179-03,21,10,Suporte Monitor,1,150.0,150.0,15.0,Silva,SE,Brasil,2024-04-14,Debito
418,Caroline,Alves,Feminino,729.458.163-00,36,06,Teclado,2,200.0,400.0,40.0,Abreu,TO,Brasil,2024-02-20,PIX
419,Lorenzo,Pinto,Masculino,790.354.812-32,38,09,Cadeira Gamer,1,900.0,900.0,90.0,Moraes,DF,Brasil,2024-04-12,PIX
420,Cecilia,Cassiano,Feminino,067.923.415-25,59,08,HeadSet,2,250.0,500.0,50.0,Azevedo,RR,Brasil,2024-04-19,Credito
421,Ana Vitória,Cirino,Feminino,152.706.983-40,34,08,HeadSet,1,250.0,250.0,25.0,da Costa,AP,Brasil,2024-05-27,Debito
422,Luan,das Neves,Masculino,701.843.652-44,39,09,Cadeira Gamer,2,900.0,1800.0,180.0,Cunha da Mata,PA,Brasil,2024-03-11,Credito
423,Enrico,Ramos,Masculino,905.427.836-65,34,06,Teclado,2,200.0,400.0,40.0,Campos da Prata,GO,Brasil,2024-05-07,Credito
424,Ryan,da Rocha,Masculino,754.916.280-85,52,10,Suporte Monitor,2,150.0,300.0,30.0,Leão,PI,Brasil,2024-10-12,Especie
425,Henry Gabriel,Araújo,Masculino,102.649.758-20,53,03,Tablet,2,3000.0,6000.0,600.0,Moreira Paulista,PE,Brasil,2024-08-03,Especie
426,Raul,Mendonça,Masculino,372.485.106-53,56,10,Suporte Monitor,3,150.0,450.0,45.0,Garcia,PE,Brasil,2024-12-19,Debito
427,Juan,Sousa,Masculino,027.486.519-01,23,02,Smartphone,1,2000.0,2000.0,200.0,Jesus,BA,Brasil,2024-07-20,PIX
428,Benjamim,Martins,Masculino,102.436.587-53,28,07,Mouse,2,80.0,160.0,16.0,Sousa,RR,Brasil,2024-04-30,Debito
429,Olivia,da Luz,Feminino,903.728.546-56,32,02,Smartphone,1,2000.0,2000.0,200.0,Freitas,AP,Brasil,2024-01-24,Especie
430,Beatriz,da Paz,Feminino,052.849.631-05,48,09,Cadeira Gamer,1,900.0,900.0,90.0,Guerra de Montenegro,AC,Brasil,2024-09-04,Especie
431,Mathias,Costela,Masculino,278.436.915-37,41,01,Notebook,3,3500.0,10500.0,1050.0,Peixoto,GO,Brasil,2024-04-29,Especie
432,Guilherme,Mendonça,Masculino,912.547.380-88,59,07,Mouse,2,80.0,160.0,16.0,Costela da Praia,CE,Brasil,2024-06-16,Especie
433,Pedro,Cavalcante,Masculino,279.480.356-56,30,09,Cadeira Gamer,1,900.0,900.0,90.0,Cardoso do Galho,PI,Brasil,2024-11-30,PIX
434,Isadora,da Cruz,Feminino,750.689.213-86,30,02,Smartphone,2,2000.0,4000.0,400.0,Vieira,TO,Brasil,2024-12-01,Credito
435,Maria Fernanda,da Paz,Feminino,945.601.872-58,22,10,Suporte Monitor,3,150.0,450.0,45.0,Martins do Sul,CE,Brasil,2024-07-29,PIX
436,João Miguel,Moraes,Masculino,879.025.641-76,20,10,Suporte Monitor,1,150.0,150.0,15.0,Andrade da Serra,MG,Brasil,2024-06-08,Credito
437,Vinicius,Jesus,Masculino,053.298.617-21,33,05,Monitor,3,950.0,2850.0,285.0,da Luz do Amparo,AP,Brasil,2024-09-16,Credito
438,Otávio,Brito,Masculino,605.279.418-67,45,03,Tablet,2,3000.0,6000.0,600.0,Sampaio,AL,Brasil,2024-07-12,PIX
439,Thomas,Macedo,Masculino,498.732.560-83,55,06,Teclado,3,200.0,600.0,60.0,Fernandes,BA,Brasil,2024-06-30,PIX
440,Mariah,Fernandes,Feminino,671.895.234-64,37,04,Impressora,3,800.0,2400.0,240.0,Castro Alegre,SC,Brasil,2024-01-15,Especie
441,Juliana,da Cruz,Feminino,975.362.041-16,42,03,Tablet,3,3000.0,9000.0,900.0,Pinto Alegre,BA,Brasil,2024-12-14,Especie
442,Henrique,Rios,Masculino,021.675.934-06,57,02,Smartphone,1,2000.0,2000.0,200.0,Câmara de da Paz,BA,Brasil,2024-12-21,Especie
443,Mathias,Melo,Masculino,439.261.705-06,51,09,Cadeira Gamer,1,900.0,900.0,90.0,Jesus Alegre,GO,Brasil,2024-12-03,Especie
444,Maitê,da Rosa,Feminino,310.489.257-14,57,07,Mouse,1,80.0,80.0,8.0,Cavalcante,MG,Brasil,2024-04-24,Credito
445,Caleb,Farias,Masculino,695.012.783-95,39,05,Monitor,1,950.0,950.0,95.0,Araújo,SC,Brasil,2024-07-20,PIX
446,Kaique,Aragão,Masculino,857.421.903-79,19,05,Monitor,2,950.0,1900.0,190.0,Abreu,TO,Brasil,2024-06-16,PIX
447,Luana,Gomes,Feminino,123.697.058-68,21,03,Tablet,2,3000.0,6000.0,600.0,Cavalcanti,SP,Brasil,2024-03-18,Especie
448,Isabela,Peixoto,Feminino,860.495.731-66,48,05,Monitor,1,950.0,950.0,95.0,Oliveira,MA,Brasil,2024-07-14,PIX
449,Dante,da Cruz,Masculino,163.420.875-71,32,10,Suporte Monitor,2,150.0,300.0,30.0,Ribeiro,MA,Brasil,2024-04-16,Credito
450,Pedro Lucas,Campos,Masculino,419.362.805-15,19,06,Teclado,3,200.0,600.0,60.0,Leão de Cavalcanti,PB,Brasil,2024-04-07,Especie
451,Mirella,Vargas,Feminino,627.159.384-46,36,03,Tablet,2,3000.0,6000.0,600.0,Siqueira do Campo,BA,Brasil,2024-08-04,PIX
452,Davi Lucas,Lima,Masculino,163.792.405-43,33,07,Mouse,1,80.0,80.0,8.0,Duarte de Sá,GO,Brasil,2024-01-09,Debito
453,Theo,Brito,Masculino,260.435.798-47,54,01,Notebook,1,3500.0,3500.0,350.0,Lima,AL,Brasil,2024-04-04,Debito
454,Francisco,Cunha,Masculino,571.092.836-40,20,10,Suporte Monitor,3,150.0,450.0,45.0,Nogueira do Galho,PA,Brasil,2024-05-28,Debito
455,Juan,Nogueira,Masculino,186.392.574-00,51,06,Teclado,3,200.0,600.0,60.0,Cavalcante,TO,Brasil,2024-07-19,Especie
456,Marcos Vinicius,Ribeiro,Masculino,507.496.318-48,26,06,Teclado,1,200.0,200.0,20.0,Nogueira,BA,Brasil,2024-07-08,Debito
457,Emanuel,Casa Grande,Masculino,569.270.814-02,21,03,Tablet,3,3000.0,9000.0,900.0,Viana de Duarte,RS,Brasil,2024-01-30,PIX
458,Maria Sophia,Pereira,Feminino,408.369.572-29,23,10,Suporte Monitor,3,150.0,450.0,45.0,Câmara,MT,Brasil,2024-12-16,Debito
459,Pedro Henrique,Machado,Masculino,378.960.412-78,31,10,Suporte Monitor,1,150.0,150.0,15.0,Carvalho Verde,MA,Brasil,2024-01-25,Credito
460,Daniel,Marques,Masculino,435.817.092-79,47,10,Suporte Monitor,1,150.0,150.0,15.0,Albuquerque do Sul,MT,Brasil,2024-01-24,Debito
461,Pedro Lucas,Carvalho,Masculino,103.584.726-44,35,07,Mouse,3,80.0,240.0,24.0,Cunha,AM,Brasil,2024-08-24,Especie
462,Manuela,Vieira,Feminino,681.023.795-02,39,01,Notebook,2,3500.0,7000.0,700.0,Castro da Prata,CE,Brasil,2024-06-17,PIX
463,Enzo,Mendes,Masculino,210.895.463-51,26,06,Teclado,1,200.0,200.0,20.0,Novaes de Araújo,RR,Brasil,2024-10-10,Debito
464,Liz,Cavalcante,Feminino,594.716.803-01,33,01,Notebook,2,3500.0,7000.0,700.0,Macedo de Novais,MS,Brasil,2024-10-01,Credito
465,Maria Isis,Rocha,Feminino,765.824.109-11,18,06,Teclado,2,200.0,400.0,40.0,Aragão,MG,Brasil,2024-08-22,Debito
466,Bryan,Sampaio,Masculino,901.736.824-13,46,04,Impressora,1,800.0,800.0,80.0,Novais,RN,Brasil,2024-11-17,Especie
467,Augusto,Pimenta,Masculino,739.265.841-73,56,06,Teclado,2,200.0,400.0,40.0,Gomes do Campo,PA,Brasil,2024-05-15,PIX
468,Isabel,Sá,Feminino,862.473.150-07,34,01,Notebook,3,3500.0,10500.0,1050.0,Sales,MA,Brasil,2024-02-11,Especie
469,Francisco,Pimenta,Masculino,763.204.859-65,18,07,Mouse,2,80.0,160.0,16.0,da Mota,PB,Brasil,2024-08-24,Especie
470,Ravi,Carvalho,Masculino,162.590.473-80,54,06,Teclado,1,200.0,200.0,20.0,Sales,AC,Brasil,2024-01-21,Especie
471,Valentim,Pires,Masculino,204.389.567-29,59,09,Cadeira Gamer,2,900.0,1800.0,180.0,da Cunha do Amparo,AL,Brasil,2024-09-08,Debito
472,Zoe,Freitas,Feminino,278.160.439-96,38,03,Tablet,3,3000.0,9000.0,900.0,Azevedo do Oeste,PI,Brasil,2024-09-26,Debito
473,Isabelly,da Conceição,Feminino,078.249.135-97,38,02,Smartphone,2,2000.0,4000.0,400.0,Novaes das Flores,TO,Brasil,2024-04-28,Debito
474,Liam,Gomes,Masculino,276.193.480-69,29,08,HeadSet,3,250.0,750.0,75.0,Borges da Prata,RJ,Brasil,2024-10-23,Credito
475,Pietro,Rezende,Masculino,823.960.175-86,41,05,Monitor,1,950.0,950.0,95.0,Alves,MA,Brasil,2024-12-02,Debito
476,Anna Liz,Andrade,Feminino,912.640.587-30,57,02,Smartphone,3,2000.0,6000.0,600.0,Cardoso,TO,Brasil,2024-04-07,Especie
477,Leandro,Sales,Masculino,207.645.398-92,53,03,Tablet,1,3000.0,3000.0,300.0,Pereira de Campos,ES,Brasil,2024-03-12,Debito
478,João Felipe,Alves,Masculino,567.839.420-74,19,04,Impressora,1,800.0,800.0,80.0,Novais do Campo,PE,Brasil,2024-08-20,Debito
479,Larissa,Sá,Feminino,071.584.269-20,60,08,HeadSet,2,250.0,500.0,50.0,Vasconcelos da Mata,AP,Brasil,2024-01-27,Especie
480,Luna,Rezende,Feminino,714.289.350-88,38,02,Smartphone,2,2000.0,4000.0,400.0,da Luz,MS,Brasil,2024-09-01,Especie
481,Catarina,Alves,Feminino,035.726.814-80,50,01,Notebook,1,3500.0,3500.0,350.0,Costela da Praia,SP,Brasil,2024-05-20,Credito
482,Samuel,Monteiro,Masculino,139.658.024-70,19,07,Mouse,1,80.0,80.0,8.0,Pinto,BA,Brasil,2024-07-15,Debito
483,Pietra,da Rosa,Feminino,165.389.247-19,46,06,Teclado,3,200.0,600.0,60.0,Marques de Goiás,PR,Brasil,2024-05-01,Especie
484,Luna,Rios,Feminino,798.102.564-85,36,10,Suporte Monitor,3,150.0,450.0,45.0,Almeida do Campo,AM,Brasil,2024-07-08,Debito
485,Heloisa,Guerra,Feminino,410.735.692-25,32,01,Notebook,3,3500.0,10500.0,1050.0,Novais Verde,BA,Brasil,2024-05-22,Especie
486,Alice,Macedo,Feminino,091.734.586-00,56,06,Teclado,2,200.0,400.0,40.0,Novaes,RJ,Brasil,2024-07-27,Debito
487,Melissa,Nogueira,Feminino,019.846.527-02,47,06,Teclado,2,200.0,400.0,40.0,Silva do Norte,ES,Brasil,2024-12-05,Debito
488,João Miguel,Vasconcelos,Masculino,054.283.916-42,38,04,Impressora,1,800.0,800.0,80.0,da Conceição de Azevedo,AC,Brasil,2024-10-01,Credito
489,Caroline,Novais,Feminino,548.617.230-35,47,06,Teclado,3,200.0,600.0,60.0,da Paz,CE,Brasil,2024-05-04,Especie
490,Ana Vitória,Souza,Feminino,832.510.769-30,37,08,HeadSet,3,250.0,750.0,75.0,Sampaio,PB,Brasil,2024-07-17,Credito
491,Bruna,Monteiro,Feminino,795.864.102-85,44,04,Impressora,3,800.0,2400.0,240.0,Cavalcante de Minas,AM,Brasil,2024-01-10,Debito
492,Emanuelly,Pereira,Feminino,487.906.123-96,55,10,Suporte Monitor,2,150.0,300.0,30.0,Nascimento,GO,Brasil,2024-10-01,PIX
493,Henry Gabriel,Monteiro,Masculino,087.146.325-35,36,04,Impressora,3,800.0,2400.0,240.0,da Mata dos Dourados,SP,Brasil,2024-10-20,Debito
494,Josué,Araújo,Masculino,792.456.830-10,24,02,Smartphone,2,2000.0,4000.0,400.0,Cavalcanti Paulista,PB,Brasil,2024-04-21,Debito
495,Liz,Sampaio,Feminino,894.360.512-98,31,08,HeadSet,3,250.0,750.0,75.0,Cavalcante,BA,Brasil,2024-11-11,PIX
496,Luiz Henrique,Aragão,Masculino,758.169.340-66,50,08,HeadSet,2,250.0,500.0,50.0,Porto do Oeste,AP,Brasil,2024-03-02,Especie
497,Luana,Marques,Feminino,856.137.204-44,18,05,Monitor,2,950.0,1900.0,190.0,da Cunha Verde,SE,Brasil,2024-09-09,Debito
498,Agatha,Macedo,Feminino,491.603.725-16,53,09,Cadeira Gamer,3,900.0,2700.0,270.0,Dias da Praia,PR,Brasil,2024-07-03,Credito
499,Apollo,Moreira,Masculino,056.942.871-85,52,04,Impressora,2,800.0,1600.0,160.0,Pereira,RN,Brasil,2024-01-09,Credito
500,Davi Luiz,Rodrigues,Masculino,983.501.264-42,47,09,Cadeira Gamer,3,900.0,2700.0,270.0,Araújo do Norte,RO,Brasil,2024-02-23,Especie
501,Zoe,Farias,Feminino,097.438.512-32,33,07,Mouse,3,80.0,240.0,24.0,Lopes do Norte,GO,Brasil,2024-04-29,Credito
502,João Pedro,da Cruz,Masculino,465.328.179-37,25,06,Teclado,3,200.0,600.0,60.0,Sampaio,RJ,Brasil,2024-09-05,PIX
503,Carolina,Fernandes,Feminino,893.746.251-64,52,08,HeadSet,3,250.0,750.0,75.0,Guerra do Norte,PR,Brasil,2024-12-21,Credito
504,Eduardo,Cunha,Masculino,806.259.743-10,55,06,Teclado,3,200.0,600.0,60.0,Rodrigues,MA,Brasil,2024-12-02,Debito
505,Yasmin,Correia,Feminino,571.386.429-46,42,01,Notebook,1,3500.0,3500.0,350.0,Jesus,AP,Brasil,2024-06-05,Debito
506,Enzo,Leão,Masculino,496.385.072-92,23,01,Notebook,3,3500.0,10500.0,1050.0,Andrade de Araújo,CE,Brasil,2024-06-04,Debito
507,Brayan,Albuquerque,Masculino,258.396.147-00,42,04,Impressora,3,800.0,2400.0,240.0,Vieira do Amparo,PA,Brasil,2024-07-18,Credito
508,Caroline,Abreu,Feminino,580.461.937-39,42,05,Monitor,2,950.0,1900.0,190.0,Farias do Oeste,PE,Brasil,2024-05-24,PIX
509,Daniel,Melo,Masculino,783.549.216-46,46,03,Tablet,3,3000.0,9000.0,900.0,Martins de Alves,RR,Brasil,2024-03-10,Debito
510,Isabelly,Montenegro,Feminino,075.823.149-05,60,08,HeadSet,1,250.0,250.0,25.0,da Luz,MG,Brasil,2024-12-29,Credito
511,Gabriela,Novais,Feminino,975.634.102-52,22,04,Impressora,3,800.0,2400.0,240.0,Cavalcante,AL,Brasil,2024-10-10,Especie
512,Maria Julia,Casa Grande,Feminino,108.294.753-97,37,04,Impressora,2,800.0,1600.0,160.0,Pimenta do Amparo,PI,Brasil,2024-01-26,Credito
513,Pedro Lucas,Andrade,Masculino,148.025.697-85,41,06,Teclado,1,200.0,200.0,20.0,Pacheco Paulista,RR,Brasil,2024-09-20,Credito
514,Olivia,Duarte,Feminino,641.897.230-96,34,02,Smartphone,3,2000.0,6000.0,600.0,Cavalcante,PR,Brasil,2024-03-24,Debito
515,Beatriz,Rezende,Feminino,723.194.605-43,30,06,Teclado,3,200.0,600.0,60.0,Moraes,RS,Brasil,2024-04-18,Debito
516,João,Lima,Masculino,078.941.236-50,40,09,Cadeira Gamer,1,900.0,900.0,90.0,Albuquerque de Martins,SP,Brasil,2024-12-23,Credito
517,Brenda,Fernandes,Feminino,469.835.210-05,42,10,Suporte Monitor,3,150.0,450.0,45.0,Freitas,PI,Brasil,2024-03-14,Credito
518,Bianca,Leão,Feminino,947.683.210-03,19,02,Smartphone,3,2000.0,6000.0,600.0,Mendonça do Campo,DF,Brasil,2024-03-27,PIX
519,Gabriela,Ribeiro,Feminino,790.458.612-67,23,03,Tablet,3,3000.0,9000.0,900.0,Pacheco da Serra,DF,Brasil,2024-10-11,Credito
520,Milena,Rocha,Feminino,321.085.647-80,55,09,Cadeira Gamer,3,900.0,2700.0,270.0,Sá de Casa Grande,BA,Brasil,2024-04-24,PIX
521,Hellena,da Luz,Feminino,506.192.374-06,27,07,Mouse,3,80.0,240.0,24.0,Sales de Castro,MG,Brasil,2024-05-16,Credito
522,Paulo,Souza,Masculino,431.268.905-98,52,03,Tablet,2,3000.0,6000.0,600.0,Vargas,RR,Brasil,2024-06-12,PIX
523,Maria Liz,Fogaça,Feminino,256.387.149-28,19,01,Notebook,1,3500.0,3500.0,350.0,Dias de Vasconcelos,SP,Brasil,2024-08-03,Especie
524,Ágatha,Mendes,Feminino,859.326.710-68,33,04,Impressora,3,800.0,2400.0,240.0,da Paz,PB,Brasil,2024-06-14,PIX
525,Pedro Henrique,Rodrigues,Masculino,176.835.294-19,45,04,Impressora,1,800.0,800.0,80.0,das Neves,SC,Brasil,2024-03-16,PIX
526,Benicio,Moura,Masculino,624.387.015-44,20,02,Smartphone,1,2000.0,2000.0,200.0,Alves,DF,Brasil,2024-01-07,Especie
527,Ágatha,Novaes,Feminino,257.093.418-60,57,01,Notebook,1,3500.0,3500.0,350.0,Aragão,TO,Brasil,2024-07-31,Credito
528,Allana,da Conceição,Feminino,862.743.095-00,52,07,Mouse,1,80.0,80.0,8.0,da Costa,SE,Brasil,2024-11-21,Debito
529,Ana Clara,Novais,Feminino,231.984.760-03,41,10,Suporte Monitor,1,150.0,150.0,15.0,Lima,MG,Brasil,2024-08-12,Credito
530,Oliver,Cavalcanti,Masculino,982.563.741-28,29,09,Cadeira Gamer,3,900.0,2700.0,270.0,Fogaça do Amparo,CE,Brasil,2024-03-19,Credito
531,Murilo,Vasconcelos,Masculino,597.063.418-20,59,01,Notebook,2,3500.0,7000.0,700.0,Silva de Minas,GO,Brasil,2024-02-14,PIX
532,Milena,Vieira,Feminino,856.392.104-51,34,01,Notebook,1,3500.0,3500.0,350.0,Brito,RS,Brasil,2024-11-04,Debito
533,Liz,da Rosa,Feminino,183.796.254-55,39,10,Suporte Monitor,3,150.0,450.0,45.0,Vasconcelos do Oeste,PR,Brasil,2024-10-27,PIX
534,Danilo,da Rocha,Masculino,047.356.192-16,57,07,Mouse,1,80.0,80.0,8.0,Teixeira,CE,Brasil,2024-02-22,PIX
535,Cauê,Cassiano,Masculino,721.540.386-62,56,10,Suporte Monitor,1,150.0,150.0,15.0,Carvalho de da Mata,ES,Brasil,2024-09-01,PIX
536,Bella,da Mota,Feminino,832.965.174-64,48,10,Suporte Monitor,3,150.0,450.0,45.0,Costela da Praia,TO,Brasil,2024-10-13,Credito
537,Léo,da Rosa,Masculino,461.087.392-31,52,05,Monitor,2,950.0,1900.0,190.0,Oliveira do Oeste,PR,Brasil,2024-07-26,Debito
538,Théo,da Luz,Masculino,478.069.132-03,25,06,Teclado,3,200.0,600.0,60.0,Macedo de Minas,CE,Brasil,2024-07-15,Especie
